Intercept	57.69160915
ADAM8	-0.41571578
ADGRE1	-0.624812898
ADGRE2	4.56296169
AHSP	0.122731408
AIF1	0.210083974
APBB1IP	0.672532913
ARHGAP30	-0.246379102
AZU1	0.132850091
BIN2	-0.265880392
BST1	-0.122079946
CCL5	-0.165428558
CD177	0.026711305
CD244	-0.363710221
CD300A	0.436014272
CD5L	0.191395374
CD7	-1.123122147
CD72	0.831976218
CD8A	-2.266212497
CEACAM21	-0.179757788
CEACAM3	-0.2765483
CEACAM8	0.926093655
CFP	-0.058988787
CLC	0.622225725
CLEC12A	0.878573985
CLEC4D	0.184026459
CORO1A	-0.035981699
CPPED1	-0.308940255
CR1	-0.367315912
CSF1R	-0.966668398
CSF2RA	0.037404865
CSF2RB	-0.206727274
CSF3R	-0.742394804
CST7	-0.168527469
CXCL1	-0.054975529
CXCL13	0.307345487
CXCL6	0.300063872
DEFA1_DEFA1B	0.421768153
DPEP2	0.56692572
EVI2B	0.29777113
FASLG	-3.688876225
FCAR	0.088822473
FCGR2A	0.188899553
FCGR3B	-0.726235599
FCN1	0.564351706
FCRL6	0.438592781
FGD3	-0.106631877
FGR	-0.122091128
FMNL1	-0.521182845
FOLR3	-0.006534889
FYB1	0.523863423
GMFG	1.275468381
GNLY	0.820850783
GZMA	0.419008093
GZMB	-0.386000699
GZMH	0.28314437
HBQ1	-0.617155193
HCLS1	-0.474344957
HMOX1	0.72701576
ICAM3	0.417453881
IL17RA	-0.145687785
IL18RAP	-0.245580679
IL1R2	-3.344377723
IL2RB	-0.137860418
IL2RG	0.238128208
ITGAM	-1.860724864
ITGB2	3.145627325
KIR2DL3	0.432946177
KIR2DS4	0.013133534
KIR3DL1	-0.013033569
KIR3DL2	-0.139223861
KLRF1	1.099855063
LAT2	-0.267164709
LCP1	-0.3115564
LILRA2	1.475981343
LILRA5	-0.728019109
LILRA6	0
LILRB1	-0.63551239
LILRB2	1.222284382
LRRC25	-0.400013558
LRTM1	-0.348548656
LYN	-0.38814303
MCEMP1	0.049513823
MMP8	-0.082506181
MMP9	1.233082338
MNDA	-0.179879524
MPO	-0.126786236
MZB1	-1.546537366
NCF2	-0.292094835
NCR1	1.085928589
NFE2	-0.001927002
OSM	-1.814621983
PADI4	0.578307104
PF4	0.5561926
PGLYRP1	0.477184452
PILRA	1.259329628
PPBP	0.031168678
PRG2	1.78734305
PRG3	-1.786492622
PRTN3	-1.268458319
PSTPIP2	1.017994701
PTPRC	1.031026742
RETN	-0.007483212
RNASE3	0.100312789
RNF149	1.593533399
S100A12	0.479589211
SELL	-4.284370264
SELPLG	1.168217907
SIGLEC5	-0.036325345
SIGLEC7	3.264428279
SIGLEC9	0.013332635
SIRPB1	-0.074296325
SLA2	-0.926820798
STAB2	-0.280475016
TARM1	-0.083920564
TLR1	0.103213579
TNFAIP8L2	-0.290768042
TNFRSF10C	0.263351467
TNFRSF1B	0.440405743
TREML1	0.182166088
TREML2	-2.406290176
VNN2	0.2962494
VSIR	-0.403376778
VSTM1	-0.391905055
WAS	-0.023852504
