Intercept	57.12293884
A1BG	0.008093934
AAMDC	-0.053443269
AARSD1	0.127099645
ABHD14B	0.0617389
ABL1	0.029176981
ABO	0.05339144
ABRAXAS2	-0.008082446
ACAA1	-0.006922454
ACADM	0.003276113
ACADSB	0.075977914
ACE2	0.01036846
ACHE	-0.216155618
ACOX1	0.01062297
ACP1	0.050193954
ACP5	-0.172065718
ACP6	-0.042243781
ACRBP	0.081446787
ACRV1	0.226429265
ACTA2	0.357705983
ACTN2	0.018494734
ACTN4	-0.043978688
ACVRL1	-0.086474299
ACY1	0.123350249
ACYP1	-0.078488086
ADA	-0.219643762
ADA2	-0.306528573
ADAM12	-0.116077334
ADAM22	0.182135508
ADAM23	0.013006193
ADAM9	-0.062502882
ADAMTS1	0.05056292
ADAMTS13	-0.282846481
ADAMTS15	-0.279862469
ADAMTS16	0.346220215
ADAMTS4	0.222712503
ADAMTS8	0.009897614
ADAMTSL2	-0.245675324
ADAMTSL4	-0.092062709
ADAMTSL5	-0.238624955
ADCYAP1R1	-0.078827773
ADD1	-0.011781368
ADGRD1	-0.016481886
ADGRE1	0.105575928
ADGRE2	0.336768293
ADGRE5	0.168144501
ADGRF5	-0.186749914
ADGRG1	0.272568502
ADGRV1	-0.051477838
ADH1B	0.080101584
ADH4	0.101758958
ADIPOQ	0.004531949
ADM	0.259217168
AFAP1	0.023967143
AFM	0.098434518
AFP	0.371155603
AGBL2	0.013587982
AGER	-0.458255811
AGR2	-0.00576096
AGR3	-0.005936388
AGRN	-0.094412964
AGRP	-0.641939394
AGT	0.06113032
AGXT	-0.031589368
AHCY	0.074715383
AHNAK2	-0.078883104
AHSA1	0.003327188
AHSG	-0.0334886
AIDA	0.05275757
AIF1	0.015594577
AIF1L	0.011372361
AIFM1	0.056780057
AK1	0.023702366
AK2	0.063882733
AKAP12	0.072632814
AKR1B1	-0.020918452
AKR1B10	-0.000764625
AKR7L	-0.045582591
AKT1S1	0.058926988
AKT2	0.051717797
AKT3	-0.076006189
ALCAM	0.179660798
ALDH5A1	0.02800662
ALMS1	0.002901551
ALPI	0.022372554
ALPP	0.006659215
AMBP	-0.067571926
AMDHD2	0.199751111
AMFR	0.041987238
AMIGO2	-0.097426803
AMOT	-0.09056608
AMOTL2	-0.013374743
AMPD3	0.061742352
AMY1A_AMY1B_AMY1C	0.003010539
ANG	-0.000516999
ANGPT1	0.259849447
ANGPT2	-0.311174509
ANGPTL1	-0.165060681
ANGPTL3	-0.124660761
ANGPTL4	0.085460385
ANGPTL7	0.151493522
ANK2	0.022325895
ANKMY2	0.068901405
ANKRA2	0.04200642
ANKRD54	0.015736874
ANP32C	-0.02886897
ANXA1	0.194946208
ANXA10	0.028340226
ANXA2	0.005975516
ANXA3	0.037804659
ANXA4	0.076340168
ANXA5	-0.007248663
AOC1	-0.018001891
AOC3	0.081828866
AP2B1	0.067964405
AP3B1	0.00726435
APCS	0.240118087
APLP1	-0.096314574
APOA1	-0.015863953
APOA2	-0.066035231
APOA4	-0.053544792
APOB	-0.04635751
APOBR	0.13319603
APOC1	-0.070960967
APOD	0.075730844
APOE	-0.074667712
APOF	0.117299418
APOL1	-0.037963673
APOM	-0.198624498
ARAF	-0.035603968
AREG	0.058021204
ARF6	-0.009812141
ARG1	0.013788954
ARG2	0.000799165
ARHGAP1	-0.030539836
ARHGAP25	-0.02784163
ARHGAP45	0.178861993
ARHGAP5	-0.00204019
ARHGEF1	-0.025542738
ARHGEF10	0.01347168
ARHGEF12	0.000511965
ARHGEF5	-0.03030897
ARID3A	0.025040174
ARID4B	0.034766581
ARL13B	-0.024854694
ARL2BP	0.010807559
ARMCX2	0.017905415
ARNT	-0.062852875
ARNTL	-0.030785302
ARSA	0.126731042
ARSB	-0.0196874
ART3	-0.199061644
ART5	-0.030733906
ARTN	-0.104394073
ASAH1	0.08496106
ASAH2	-0.003193732
ASGR1	-0.090304635
ASGR2	-0.093722692
ASRGL1	0.02084937
ASS1	0.067573075
ATF2	-0.002938657
ATF4	-0.005550371
ATG16L1	0.00516261
ATG4A	-0.000739208
ATOX1	-0.036400014
ATP1B1	0.011060406
ATP1B3	0.017539514
ATP2B4	0.001940631
ATP5F1D	0.007245878
ATP5IF1	-0.013499335
ATP6V1D	0.011828278
ATP6V1F	0.126654106
ATP6V1G2	-0.000916436
ATRN	0.098063968
ATXN2	-0.013832853
ATXN2L	0.045702127
ATXN3	-0.008388006
AXIN1	0.042520628
AXL	-0.192260312
AZU1	-0.038508173
