Intercept	56.84863064
AMY1A_AMY1B_AMY1C	0.687407095
AMY2A	-0.038891246
CELA2A	-0.629137608
CELA3A	0.128135208
CLPS	-0.021909724
CPA1	0.297427521
CPA2	0.060485662
CPB1	0.175137608
CTRB1	-0.744759753
CTRC	0.063293161
CTRL	-0.337508654
CUZD1	-0.936546496
GCG	-0.393009777
GP2	0.858649578
KIRREL2	-0.380326177
KLK1	0.434827961
PLA2G1B	-1.344876345
PNLIP	0.294690197
PNLIPRP1	-0.063512117
PNLIPRP2	-0.009563381
PPY	1.150115945
PRSS2	1.864715972
REG1A	1.372858693
REG1B	0.398698623
REG3G	-0.507511901
SEL1L	1.657784895
SERPINI2	-1.697381811
SPINK1	1.802758667
