Intercept	57.3293147
AARSD1	0.303197564
ABHD14B	0.050830468
ACAA1	0.01876937
ACE2	0.022574946
ACOX1	-0.021552164
ACP5	-0.269974101
ACP6	-0.009378009
ACTA2	0.559402469
ACTN4	-0.013839651
ACVRL1	-0.167019887
ACY1	0.20290922
ADA	-0.362220947
ADA2	-0.419774931
ADAM15	0.015644646
ADAM22	0.133033793
ADAM23	-0.0069222
ADAMTS13	-0.348186931
ADAMTS15	-0.45632352
ADAMTS16	0.380685362
ADAMTS8	0.03813981
ADCYAP1R1	-0.032950714
ADGRB3	0.03978776
ADGRE2	0.509703529
ADGRE5	0.166908812
ADGRG1	0.202617635
ADGRG2	-0.020532259
ADH4	0.058695033
ADM	0.694057418
AFP	0.432670275
AGER	-0.681915751
AGR2	0.011273408
AGR3	-0.002666767
AGRN	-0.150020399
AGRP	-0.724256051
AGXT	-0.037618547
AHCY	0.159155
AHSP	-0.058384041
AIF1	0.021356018
AIFM1	-0.067961923
AK1	0.058149166
AKR1B1	-0.025336949
AKR1C4	0.003558678
AKT1S1	0.010210658
AKT3	-0.078195957
ALCAM	0.413187009
ALDH3A1	-0.022812264
ALPP	0.011813101
AMBP	-0.166412346
AMFR	0.045721335
AMIGO2	-0.269577169
AMN	-0.041838049
AMY2A	0.097785169
AMY2B	-0.062163601
ANG	-0.021046214
ANGPT1	0.230342512
ANGPT2	-0.395959309
ANGPTL1	-0.357099351
ANGPTL2	-0.056475697
ANGPTL3	-0.084506749
ANGPTL4	0.183052827
ANGPTL7	0.083094417
ANKRD54	-0.019166057
ANXA10	0.106247777
ANXA11	-0.010227319
ANXA3	0.056314354
ANXA4	-0.03166891
ANXA5	-0.027763764
AOC1	-0.012897015
AOC3	-0.02077297
APBB1IP	-0.0706785
APEX1	0.01393755
APLP1	-0.180922504
APOH	-0.043676078
APOM	-0.204965784
APP	-0.032547746
APRT	-0.105386965
AREG	0.073657715
ARG1	0.134232606
ARHGAP1	-0.003748805
ARHGAP25	-0.089646201
ARID4B	0.066051956
ARNT	-0.102243285
ARSA	0.144734528
ARSB	-0.032655926
ART3	-0.423864389
ARTN	-0.052983177
ASAH2	-0.054735558
ASGR1	-0.048569148
ATF2	-0.022338259
ATG4A	-0.013040309
ATOX1	-0.06285501
ATP5IF1	-0.09686782
ATP5PO	-0.007690008
ATP6AP2	-0.084709193
ATP6V1D	0.028456387
ATP6V1F	0.097490725
ATXN10	-0.044806758
AXIN1	-0.001435825
AZU1	-0.064029747
B4GALT1	-0.218618115
B4GAT1	0.524792014
BACH1	0.029517449
BAG3	-0.200446899
BAG6	0.058307853
BAIAP2	0.011118469
BAMBI	0.059334197
BANK1	-0.07452919
BAX	0.036663654
BCAN	-0.541487534
BCL2L11	0.391618182
BCR	0.008698469
BGN	0.042699377
BID	0.142640841
BIN2	-0.032172947
BIRC2	-0.056776381
BLMH	-0.226773699
BLVRB	-0.049273102
BMP4	-0.009815228
BMP6	-0.004512771
BOC	-0.622678987
BPIFB1	0.03850743
BSG	-0.420711432
BST1	-0.068802296
BST2	-0.047531536
BTC	0.020182902
